"","Site","lat","long","SOC","CLAY","pGPP","TSOI","lig_N","MIMSOC","MIMMIC","MIMLIT","MIM_CO","LITm","LITs","MICr","MICK","SOMa","SOMc","SOMp","desorb","JITn","DEBUG","run_num","Vslope_x","Vint_x","Kslope_x","Kint_x","Tau_x","CUE_x","desorb_x","fPHYS_x","RMSE"
"65","S43",43.06447579,-116.7485631,9.16,15.70833333,355.7160034,7.9335999,11.6999998,4.95116232568566,0.0498333517951199,1.05513351937325,0.486449983097965,0.16213748610178,0.892996033271468,0.0163082736816536,0.0335250781134663,0.288339519695301,0.535211718939952,3.02264421588204,9.30071827556802e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"66","S44",43.12303246,-116.7927984,9.827142857,15.81888889,1697.920044,7.5053802,11.6999998,10.6146174948869,0.138334240437948,1.15719370135584,0.487104509263069,0.178246537779728,0.978947163576112,0.0453116992673216,0.0930225411706263,0.31792451626621,0.586515930699133,8.41464910612777,9.28530736555281e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"67","S47",43.12875942,-116.7929445,7.027777778,17.443,591.59198,10.5836,11.6999998,5.27836484415339,0.0654646812513701,0.597457934901215,0.493715970402017,0.0892744714521963,0.508183463449018,0.0216379547862637,0.0438267264651064,0.16610631769444,0.304624511242555,4.14471139906381,9.06183493548711e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"68","S48",43.12317978,-116.7878097,3.768461538,17.47419355,794.3640137,4.6739302,18.1697006,8.89081827989618,0.0788489760575088,2.12443907365573,0.493942909710757,0.330979437669711,1.79345963598602,0.0260698667990601,0.0527791092584487,0.616335934107653,1.07493380729989,4.9962604887754,9.05759586528453e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"69","S49",43.12611188,-116.7890521,2.805,17.475,464.20401,11.5574999,11.6999998,4.53841014570573,0.0570558029796114,0.484754669976107,0.493853777827241,0.0719175149663388,0.412837155009768,0.0188621030161537,0.0381936999634577,0.133923979557046,0.247479502617266,3.6151961905757,9.05748629847445e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"70","S50",43.12035214,-116.8005433,4.01,18.28666667,421.1440125,9.4428902,11.6999998,4.92384990939769,0.0542148282997926,0.758177603088355,0.498314192937178,0.114148365245057,0.644029237843297,0.0180309434007821,0.0361838848990105,0.217468225927626,0.386773922180056,3.50721532990186,8.94787998468992e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"71","S51",43.12283706,-116.7981045,10.97,18.48833333,929.177002,6.3752398,11.6999998,8.44821931826104,0.0878122637565431,1.47451172622982,0.49833668399833,0.225737489598582,1.24877423663124,0.029205767169798,0.0586064965867451,0.431187941896482,0.748544781938399,5.70616260443979,8.92085354672615e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"72","S52",43.18051979,-116.7138797,1.595,18.4965,-106.4889984,10.9786997,11.6999998,2.26397723409211,0.0193934635035709,0.548683413774185,0.498153895007984,0.0813084120142376,0.467375001759947,0.00644855606235803,0.0129449074412129,0.155344161539512,0.280260697104506,1.26029549817034,8.91976080865224e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"73","S53",43.12387104,-116.7826147,9.55,18.765,669.7550049,6.5927801,11.6999998,7.23020909976618,0.0706914878323736,1.406725153183,0.499463793738832,0.214766703566877,1.19195844961612,0.02354697648935,0.0471445113430236,0.413053810662258,0.714623501052934,4.62511514703562,8.88390871760606e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"74","S55",43.13058584,-116.7985533,5.07,19.43166667,505.8349915,9.5736198,11.6999998,5.38062794711338,0.0598874184111129,0.742065383089612,0.502466675772714,0.110478626073391,0.631586757016221,0.0200280196125918,0.0398593987985211,0.21596927783824,0.378689453314761,3.98401641445966,8.79551234846889e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"75","S56",43.2284173,-116.7368159,1.083076923,19.68212121,-98.3662033,11.1014004,0,2.31700940804941,0.0198978849641159,0.533858410327771,0.50776170552132,0.0782528451612124,0.455605565166558,0.00670091564777684,0.013196969316339,0.154473135712687,0.273288966883553,1.33549101016128,8.7625311993588e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"76","S57",43.12197197,-116.782117,8.75,20.20666667,1085.150024,7.7039499,11.6999998,8.7671798889028,0.0982367414203212,1.10872472399242,0.506121441713769,0.166542432767379,0.942182291225045,0.0330117610837152,0.0652249803366059,0.331679940362696,0.564861176645763,6.6636773064816,8.69385653664077e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"77","S58",43.13104556,-116.7960652,5.510588235,20.72380952,238.9140015,10.5711002,11.6999998,4.02726373565415,0.042237559541805,0.59670658641819,0.510217549846843,0.0876647813649018,0.509041805053288,0.0142696952125311,0.0279678643292739,0.177176317803768,0.30558536208929,2.9055579098011,8.62667794426602e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"78","S59",43.12258624,-116.7849555,7.558709677,20.75611111,876.6220093,5.9746599,11.6999998,8.81012231891798,0.084479138056333,1.60682560628017,0.50865164062319,0.243611579643025,1.36321402663714,0.0284826868004045,0.0559964512559285,0.491525069090362,0.817376905162255,5.80991560032887,8.62249912550618e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"79","S6",43.12453364,-116.7860349,2.31,10.38,336.6029968,12.2628002,11.6999998,3.35196385072546,0.048404593601784,0.416756425246895,0.466224774816225,0.0637442493310639,0.353012175915831,0.0153915150935103,0.0330130785082737,0.0969936509631557,0.211453570211942,2.57835561070168,1.00745922047564e-06,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"80","S60",43.12222251,-116.7817345,8.6,20.97666667,873.6929932,6.2929001,11.6999998,8.6296415185612,0.0842349045632777,1.49425894134016,0.511052595144246,0.226175877144645,1.26808306419551,0.0284890590288696,0.0557458455344081,0.459705392136867,0.761206022034888,5.83023625848601,8.59402015859187e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"81","S63",43.0685844,-116.7588933,6.7,22.06333333,1276.380005,7.13276,37.5999985,10.2854976051375,0.111034966588959,1.25353597839875,0.515012672964269,0.187042253674595,1.06649372472416,0.0377451726681542,0.0732897939208049,0.389017719946579,0.639482031748962,7.89242690845425,8.45507312556786e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"82","S67",43.14459543,-116.73561,3.6,25.87,-38.8689995,10.0209999,11.6999998,3.13898040628542,0.0239905381047659,0.672183765193747,0.534751630734061,0.0962104442208474,0.575973320972899,0.00835899380512479,0.0156315442996411,0.217913459934147,0.345948011620264,1.8789446314325,7.98581330881107e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"83","S68",43.1439637,-116.7353485,2.434545455,26.38645161,-85.6993027,10.4624996,11.6999998,2.80768416077571,0.0208593029905112,0.613578728948911,0.540196671681937,0.0868176688042213,0.52676106014469,0.00731603064482287,0.0135432723456884,0.199023090607073,0.316112290710926,1.65811074751829,7.92418802347771e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"84","S7",43.12749278,-116.7897313,4.4,10.49,347.6040039,11.1869001,11.6999998,3.58764620052381,0.0491314747526058,0.524984670754504,0.466595613128838,0.0808792808169335,0.44410538993757,0.0156311190221065,0.0335003557304993,0.123503807142994,0.266024888118067,2.62400135975564,1.00579828341175e-06,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"85","S70",43.16761023,-116.7130538,2.08,33.69333333,-9.6191101,10.4895,11.6999998,3.6774027903016,0.0261664092798114,0.60801183965242,0.579143502132274,0.0825582076873882,0.525453631965031,0.00959640836192164,0.0165700009178897,0.218431440705891,0.316073652433375,2.5087194482301,7.1015752888675e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"86","S72",43.14393712,-116.7367838,2.242857143,38.65352941,-109.5830002,9.7494001,11.6999998,3.52901922185002,0.0195281764242694,0.717598162030247,0.621043269537276,0.0934954161747128,0.624102745855534,0.00748150451165372,0.0120466719126157,0.271659515575981,0.375200368580698,2.14503299923883,6.59237507768315e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"87","S73",43.20024555,-116.7057467,1.98,42.02777778,-243.8029938,9.2375498,11.6999998,2.41749744338522,0.0143198129500292,0.590515297307304,0.650519665741869,0.0750335404194657,0.515481756887838,0.00564387091355988,0.00867594203646936,0.231513039674195,0.310127827931595,1.27102146552209,6.26701374427511e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"88","S74",43.12363069,-116.7967467,8.658695652,55.82153846,375.5220032,9.3150396,11.6999998,11.2300986348752,0.0535255146721866,0.797707946083013,0.821069994104567,0.0875455604380309,0.710162385644982,0.0241331712447142,0.0293923434274724,0.339454421704597,0.428874028251744,9.61053672416361,5.09568220240006e-07,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"89","S9",43.12378073,-116.7876965,4.481666667,10.69714286,1039.52002,11.8063002,11.6999998,5.97430167413041,0.0946091952664768,0.459701877268027,0.467437083438073,0.0704398773804466,0.389261999887581,0.0301367920988971,0.0644724031675798,0.108285285682339,0.233140019827695,5.07856529608587,1.00267797454976e-06,1,"",1,3.853107615,1.16299943,0.839868442,1.546675755,0.455164391,0.544205741,0.078479435,0.336044881,1.811843666
"90","S4",43.06445505,-116.7485868,4.83,20.5,362.0429993,7.9433599,11.6999998,5.4050630642613,0.0457861535297329,1.96542381866016,0.496096215267468,0.274242436812771,1.69118138184739,0.0151824042103434,0.0306037493193894,0.373049418398949,0.849159598949933,2.17164407472253,9.1872068955789e-07,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"91","S20",43.06634802,-116.7599298,2.93,20.7000008,894.9619751,8.3442497,11.6999998,6.78638743859081,0.0779858654008349,1.84934176829463,0.493274554768592,0.257968310755997,1.59137345753863,0.0257611320778191,0.0522247333230158,0.351857626237293,0.799955001968307,3.70724717668975,9.15968646609551e-07,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"92","S22",43.066713,-116.7573279,7.29,20.5,1238.099976,6.0113201,0,8.95673593458056,0.0985560884006449,2.5785891532051,0.493612710427318,0.372859431202201,2.2057297220029,0.0325710524454753,0.0659850359551696,0.505382336234112,1.10678325776701,4.66742509897369,9.1872068955789e-07,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"93","S23",43.06685152,-116.7569076,11.25,20.57,1550.569946,7.3241401,0,9.14431870279398,0.117455823983027,2.12986056468484,0.492589785333883,0.302977747012066,1.82688281767277,0.0387631884463628,0.078692635536664,0.4119614905175,0.918344670718872,5.56669615288974,9.17756539101425e-07,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"94","S33",43.06860897,-116.7900028,5.07,19.7000008,1020.729981,9.37817,46.7999992,6.65662539484157,0.0853250713967551,1.60867025830058,0.491541723123292,0.220192140566622,1.38847811773396,0.0281191145844413,0.0572059568123138,0.293701968986897,0.697280304938608,3.97164779121873,9.29811739951734e-07,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"95","S44",43.07859069,-116.8259174,5.67,20.3990993,1024.729981,7.94872,11.6999998,7.31610829366173,0.0856402636325055,1.96109176303643,0.494622720419835,0.274392834229691,1.68669892880673,0.0283413463455734,0.057298917286932,0.372156239252697,0.847148159181137,4.05007186855897,9.20112235762363e-07,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"96","S54",43.08383388,-116.7426316,4,24.6000004,197.4669952,10.7011995,11.6999998,4.0965799030019,0.0361493266456822,1.33627896151694,0.51258064238733,0.173913565351086,1.16236539616586,0.0122502196277402,0.023899107017942,0.259223666925301,0.58460326614827,1.88032468176571,8.63921701553991e-07,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"97","S56",43.10206491,-116.8024789,2.39,20.7000008,680.4650269,11.4967003,11.6999998,5.09049038924755,0.0650570889323676,1.19567082040591,0.493585389593387,0.157312640201305,1.03835818020461,0.0214994260189143,0.0435576629134534,0.214604421269241,0.521917452029775,3.09324060661025,9.15968646609551e-07,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"98","S72",43.10253977,-116.7837883,8.15,20.3999996,1135.640015,9.6892405,22,6.95701819804526,0.0922159659128735,1.54489778432538,0.496411677132846,0.208561936577621,1.33633584774776,0.0305912356851857,0.0616247302276879,0.283151006533289,0.670824558453001,4.36592888282072,9.20099810190575e-07,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"99","S76",43.10454054,-116.7381214,1.59,24.6000004,4.6346002,10.9979,11.6999998,3.40057884139667,0.0244704133329322,1.29041576250449,0.513458133630412,0.166162642692231,1.12425311981226,0.00830187005500635,0.0161685432779258,0.247400813836948,0.564774736109746,1.27351711561256,8.63921701553991e-07,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"100","S94",43.10638402,-116.7730514,4.82,14.3000002,408.7380066,11.1058998,11.6999998,4.06733310581572,0.0483140609865412,1.27589793084806,0.467758848184826,0.173895218620455,1.10200271222761,0.0153971679653946,0.0329168930211465,0.200899855034803,0.55209161564809,1.99012964329823,1.00826079916411e-06,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"101","S102",43.11066219,-116.7333353,6.65,22.2999992,538.6149902,7.0387502,21.3603001,6.49166147235485,0.0565979293695888,2.23423314788344,0.501983848994907,0.313819624474603,1.92041352340884,0.0189158135416038,0.037682115827985,0.443669220925217,0.964125521260136,2.79303565291647,8.94247121733128e-07,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"102","S108",43.12158715,-116.787974,5.06,14.3,689.4979858,7.6333899,11.7,6.04154365962126,0.0650845816558093,2.06485287357351,0.467812875852499,0.299752808878404,1.76510006469511,0.0207433834509574,0.0443411982048519,0.346313713127672,0.884266210458148,2.68102628080612,1.00826080218889e-06,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"103","S109",43.12187239,-116.785596,10.22,14.3,873.5079956,7.2474699,11.7,6.68788032631338,0.0760781624504483,2.17830761621587,0.467787092092303,0.318463386367452,1.85984422984842,0.0242462837942596,0.0518318786561887,0.36792169191289,0.931740493291077,3.13383236244309,1.00826080218889e-06,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"104","S113",43.12231214,-116.779423,8.73,14.3,656.2800293,8.4466105,11.7,5.60351289876887,0.0631020685578706,1.84443851045224,0.467763306068563,0.263874686212948,1.58056382423929,0.0201100763906247,0.0429919921672459,0.30485264547519,0.791842031268519,2.59927764301505,1.00826080218889e-06,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"105","S116",43.12292115,-116.782785,6.25,14.3,704.7609863,6.47193,11.7,6.66089681166178,0.0659974238725612,2.4257456586947,0.467785871783586,0.359648041737956,2.06609761695674,0.0210334920475709,0.0449639318249904,0.415502182176176,1.03506984921317,2.71858169770517,1.00826080218889e-06,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"106","S132",43.12568301,-116.78562,2.03,14.3,422.1900024,11.7316999,11.7,3.93166147083297,0.0491174999574201,1.17000796603121,0.467765084398921,0.157640103714506,1.0123678623167,0.0156533574461308,0.0334641425112893,0.182120601399326,0.507182735677966,2.02323266776705,1.00826080218889e-06,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"107","S133",43.125801,-116.782742,4.33,14.3,340.9970093,12.2889004,11.7,3.58805144689001,0.0442667632997407,1.08317999846524,0.467775632989806,0.144449605087635,0.9387303933776,0.0141076829166096,0.0301590803831311,0.16688219416779,0.470287417810284,1.82343507314696,1.00826080218889e-06,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
"108","S135",43.12633701,-116.788065,2.14,14.3,304.9509888,12.3659,11.7,3.47890047079552,0.04211291625058,1.07174915352794,0.467794601250549,0.142713757174562,0.929035396353376,0.0134216291899108,0.0286912870606692,0.164878556256348,0.465424744549443,1.73473510021121,1.00826080218889e-06,1,"",2,3.330618915,1.950990157,2.120478228,2.876741473,0.327335487,0.394445606,0.083298617,0.279927452,1.840565898
